date,user,content,likes,retweets,label
12/8/23 11:32,oilquant,Crude oil inventories fell again this week. #OOTT,24,28,0
5/23/23 15:54,opecintel,WTI slips on stronger USD and inventory build. #OOTT,58,43,1
4/27/23 0:51,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,286,100,1
4/1/23 17:51,oilquant,WTI slips on stronger USD and inventory build. #OOTT,93,39,0
11/12/23 21:43,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,26,31,1
4/24/23 4:03,traderecon,Crude oil inventories fell again this week. #OOTT,66,83,1
7/3/23 4:19,oilwatcher,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,46,6,0
5/24/23 12:16,opecintel,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,126,25,0
8/1/23 1:36,opecintel,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,218,74,0
12/23/23 3:45,traderecon,Backwardation deepening in crude curve. Market tight. #OOTT,251,81,1
6/1/23 22:35,barrelreport,EIA data surprises traders: bullish draw reported. #OOTT,139,71,1
4/6/23 1:14,energyalpha,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,78,23,0
4/27/23 21:54,brentbulls,Backwardation deepening in crude curve. Market tight. #OOTT,2,77,0
6/4/23 3:58,macrocrude,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,196,69,0
3/12/23 2:54,oilwatcher,Crude oil inventories fell again this week. #OOTT,247,24,1
2/16/23 16:28,oilquant,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,28,58,1
9/1/23 13:49,supplysignals,Backwardation deepening in crude curve. Market tight. #OOTT,263,88,1
10/28/23 13:55,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,64,64,1
3/11/23 19:10,supplysignals,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,182,29,0
7/3/23 16:23,supplysignals,Refinery demand expected to rise into summer. #OOTT,255,81,0
5/1/23 6:54,macrocrude,EIA data surprises traders: bullish draw reported. #OOTT,75,6,0
10/17/23 1:26,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,6,16,0
3/1/23 10:37,energyalpha,WTI slips on stronger USD and inventory build. #OOTT,226,0,1
1/25/23 11:01,oilquant,Backwardation deepening in crude curve. Market tight. #OOTT,115,23,1
3/18/23 2:27,traderecon,EIA data surprises traders: bullish draw reported. #OOTT,141,55,0
6/17/23 5:21,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,177,54,0
3/6/23 3:36,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,282,15,1
6/15/23 5:03,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,163,16,0
10/14/23 23:13,energyalpha,Backwardation deepening in crude curve. Market tight. #OOTT,207,81,1
1/28/23 18:36,oilquant,WTI slips on stronger USD and inventory build. #OOTT,84,75,0
4/17/23 17:26,oilwatcher,WTI slips on stronger USD and inventory build. #OOTT,118,43,0
5/28/23 12:31,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,129,61,0
10/30/23 12:07,barrelreport,WTI slips on stronger USD and inventory build. #OOTT,171,48,0
3/18/23 3:51,barrelreport,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,176,8,0
9/17/23 23:19,supplysignals,Crude oil inventories fell again this week. #OOTT,12,47,0
3/20/23 13:37,barrelreport,Crude oil inventories fell again this week. #OOTT,35,79,0
3/19/23 18:10,macrocrude,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,255,46,1
12/22/23 17:34,supplysignals,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,119,21,1
4/26/23 13:35,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,244,49,1
7/2/23 11:27,supplysignals,EIA data surprises traders: bullish draw reported. #OOTT,243,89,1
1/16/23 15:55,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,201,90,1
7/16/23 23:13,energyalpha,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,58,15,0
1/12/23 23:14,traderecon,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,67,95,0
9/2/23 8:05,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,236,29,1
6/27/23 3:47,supplysignals,Backwardation deepening in crude curve. Market tight. #OOTT,155,65,0
3/7/23 14:11,barrelreport,EIA data surprises traders: bullish draw reported. #OOTT,222,55,1
8/14/23 4:02,oilquant,Backwardation deepening in crude curve. Market tight. #OOTT,89,29,1
8/26/23 19:30,traderecon,EIA data surprises traders: bullish draw reported. #OOTT,61,72,0
3/22/23 10:27,oilquant,WTI slips on stronger USD and inventory build. #OOTT,33,69,0
1/24/23 20:21,energyalpha,Crude oil inventories fell again this week. #OOTT,238,53,0
3/27/23 15:59,traderecon,Crude oil inventories fell again this week. #OOTT,249,78,1
5/13/23 9:39,supplysignals,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,227,21,0
11/4/23 12:37,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,98,86,1
9/22/23 3:28,brentbulls,Backwardation deepening in crude curve. Market tight. #OOTT,165,67,1
9/8/23 11:52,supplysignals,EIA data surprises traders: bullish draw reported. #OOTT,268,18,1
6/1/23 18:32,oilquant,Refinery demand expected to rise into summer. #OOTT,70,19,0
5/9/23 1:12,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,30,52,0
6/3/23 6:46,oilquant,Refinery demand expected to rise into summer. #OOTT,182,14,1
11/23/23 18:26,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,298,50,0
11/18/23 20:01,macrocrude,EIA data surprises traders: bullish draw reported. #OOTT,74,61,0
3/19/23 5:50,crudealert,Crude oil inventories fell again this week. #OOTT,217,6,0
3/14/23 1:36,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,134,99,1
2/10/23 8:22,brentbulls,EIA data surprises traders: bullish draw reported. #OOTT,184,4,1
8/21/23 13:40,brentbulls,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,8,22,0
11/16/23 16:08,barrelreport,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,67,24,1
1/11/23 2:35,brentbulls,Refinery demand expected to rise into summer. #OOTT,248,15,0
2/18/23 4:45,energyalpha,Refinery demand expected to rise into summer. #OOTT,214,18,0
7/4/23 18:14,opecintel,Backwardation deepening in crude curve. Market tight. #OOTT,67,8,0
9/1/23 23:53,opecintel,Crude oil inventories fell again this week. #OOTT,190,12,0
12/12/23 5:52,supplysignals,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,231,31,1
8/23/23 2:07,supplysignals,Refinery demand expected to rise into summer. #OOTT,45,35,1
4/25/23 15:55,brentbulls,Refinery demand expected to rise into summer. #OOTT,236,71,1
7/20/23 2:34,oilwatcher,Brent climbing after strong Chinese import numbers. #OOTT,111,58,0
5/16/23 19:37,crudealert,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,118,99,0
4/28/23 9:48,oilwatcher,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,150,79,0
1/18/23 4:28,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,208,11,1
11/2/23 6:34,brentbulls,Crude oil inventories fell again this week. #OOTT,298,31,0
4/30/23 19:05,energyalpha,WTI slips on stronger USD and inventory build. #OOTT,52,57,1
11/20/23 6:18,oilquant,Crude oil inventories fell again this week. #OOTT,113,62,1
3/15/23 3:09,crudealert,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,65,94,1
9/4/23 17:00,oilwatcher,Crude oil inventories fell again this week. #OOTT,204,68,1
12/28/23 17:32,crudealert,EIA data surprises traders: bullish draw reported. #OOTT,20,16,1
11/18/23 16:19,opecintel,Crude oil inventories fell again this week. #OOTT,51,23,1
5/1/23 0:35,oilquant,EIA data surprises traders: bullish draw reported. #OOTT,250,86,0
3/28/23 15:43,brentbulls,Crude oil inventories fell again this week. #OOTT,283,63,0
1/23/23 16:56,opecintel,Backwardation deepening in crude curve. Market tight. #OOTT,212,9,1
12/30/23 8:57,opecintel,EIA data surprises traders: bullish draw reported. #OOTT,200,34,1
7/12/23 17:28,macrocrude,Crude oil inventories fell again this week. #OOTT,109,58,0
2/23/23 3:24,barrelreport,EIA data surprises traders: bullish draw reported. #OOTT,38,22,1
10/17/23 5:57,supplysignals,Refinery demand expected to rise into summer. #OOTT,101,61,1
11/19/23 6:18,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,298,84,0
2/26/23 15:54,crudealert,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,110,17,1
12/28/23 6:39,oilquant,WTI slips on stronger USD and inventory build. #OOTT,190,27,1
5/5/23 21:00,brentbulls,EIA data surprises traders: bullish draw reported. #OOTT,12,100,1
10/31/23 9:46,traderecon,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,208,18,0
3/5/23 9:52,brentbulls,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,293,8,0
2/24/23 23:03,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,202,70,0
7/11/23 11:46,crudealert,SPR releases seem to be slowing. Price floor forming? #OOTT,198,91,1
6/10/23 10:37,traderecon,Crude oil inventories fell again this week. #OOTT,295,10,1
8/7/23 15:00,supplysignals,EIA data surprises traders: bullish draw reported. #OOTT,269,61,0
8/18/23 20:14,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,211,27,1
6/5/23 18:16,energyalpha,Backwardation deepening in crude curve. Market tight. #OOTT,264,18,1
11/24/23 19:21,macrocrude,Refinery demand expected to rise into summer. #OOTT,279,25,1
6/15/23 10:51,supplysignals,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,300,47,1
10/25/23 17:22,oilquant,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,5,98,1
7/19/23 9:18,energyalpha,Refinery demand expected to rise into summer. #OOTT,125,76,0
8/9/23 0:52,traderecon,EIA data surprises traders: bullish draw reported. #OOTT,12,6,1
4/28/23 20:40,opecintel,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,47,27,0
4/18/23 10:29,oilquant,Crude oil inventories fell again this week. #OOTT,158,44,1
11/23/23 22:33,crudealert,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,155,76,0
1/19/23 22:44,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,210,31,1
11/6/23 7:12,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,231,54,0
3/25/23 18:04,opecintel,Refinery demand expected to rise into summer. #OOTT,225,62,1
4/14/23 5:27,crudealert,Crude oil inventories fell again this week. #OOTT,4,1,0
4/3/23 19:38,crudealert,WTI slips on stronger USD and inventory build. #OOTT,178,20,1
3/27/23 4:40,opecintel,SPR releases seem to be slowing. Price floor forming? #OOTT,210,61,0
2/17/23 3:25,opecintel,WTI slips on stronger USD and inventory build. #OOTT,87,35,1
3/4/23 11:16,crudealert,Crude oil inventories fell again this week. #OOTT,60,5,0
7/7/23 7:52,opecintel,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,236,1,0
5/7/23 23:24,oilquant,WTI slips on stronger USD and inventory build. #OOTT,198,19,1
6/10/23 15:21,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,199,60,1
3/31/23 13:38,crudealert,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,213,3,0
2/17/23 21:32,oilwatcher,SPR releases seem to be slowing. Price floor forming? #OOTT,111,19,1
3/11/23 2:58,supplysignals,Refinery demand expected to rise into summer. #OOTT,176,45,0
11/7/23 19:19,crudealert,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,146,30,0
4/10/23 4:24,supplysignals,Crude oil inventories fell again this week. #OOTT,44,47,0
10/18/23 13:00,opecintel,Crude oil inventories fell again this week. #OOTT,218,67,1
7/2/23 17:22,barrelreport,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,180,94,0
4/13/23 20:36,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,141,9,0
5/27/23 16:05,opecintel,SPR releases seem to be slowing. Price floor forming? #OOTT,272,48,1
10/30/23 11:00,crudealert,SPR releases seem to be slowing. Price floor forming? #OOTT,92,61,1
8/1/23 16:28,supplysignals,EIA data surprises traders: bullish draw reported. #OOTT,96,0,1
12/8/23 22:16,brentbulls,SPR releases seem to be slowing. Price floor forming? #OOTT,207,6,1
4/24/23 19:42,crudealert,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,154,83,0
5/5/23 13:13,supplysignals,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,7,85,0
4/12/23 0:20,traderecon,EIA data surprises traders: bullish draw reported. #OOTT,11,10,0
12/20/23 15:53,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,287,50,0
3/2/23 3:51,oilquant,Crude oil inventories fell again this week. #OOTT,71,84,1
8/14/23 2:47,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,45,41,0
10/22/23 12:03,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,91,47,0
12/14/23 10:47,barrelreport,Refinery demand expected to rise into summer. #OOTT,205,15,1
4/27/23 12:56,oilwatcher,Crude oil inventories fell again this week. #OOTT,7,35,0
12/30/23 22:20,crudealert,Refinery demand expected to rise into summer. #OOTT,94,49,0
3/4/23 18:38,opecintel,Backwardation deepening in crude curve. Market tight. #OOTT,106,44,0
1/19/23 17:32,brentbulls,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,248,49,0
3/4/23 3:01,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,136,31,0
12/26/23 11:29,brentbulls,Brent climbing after strong Chinese import numbers. #OOTT,188,91,0
11/30/23 18:00,brentbulls,Backwardation deepening in crude curve. Market tight. #OOTT,284,66,1
11/16/23 18:09,energyalpha,WTI slips on stronger USD and inventory build. #OOTT,177,2,1
2/23/23 14:38,barrelreport,SPR releases seem to be slowing. Price floor forming? #OOTT,137,60,0
4/5/23 14:45,macrocrude,SPR releases seem to be slowing. Price floor forming? #OOTT,141,69,0
8/27/23 0:25,opecintel,Refinery demand expected to rise into summer. #OOTT,205,95,1
8/26/23 13:28,traderecon,Brent climbing after strong Chinese import numbers. #OOTT,46,81,0
11/17/23 5:26,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,142,50,0
7/31/23 16:02,macrocrude,Brent climbing after strong Chinese import numbers. #OOTT,150,13,0
1/13/23 3:44,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,180,94,1
3/18/23 21:14,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,161,8,0
4/21/23 17:20,brentbulls,Brent climbing after strong Chinese import numbers. #OOTT,22,85,1
6/6/23 22:46,supplysignals,Brent climbing after strong Chinese import numbers. #OOTT,205,29,0
11/6/23 19:58,traderecon,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,178,91,1
7/14/23 8:05,brentbulls,EIA data surprises traders: bullish draw reported. #OOTT,103,82,1
6/24/23 21:39,oilquant,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,287,51,0
10/21/23 9:23,oilwatcher,EIA data surprises traders: bullish draw reported. #OOTT,228,74,1
7/24/23 4:15,brentbulls,WTI slips on stronger USD and inventory build. #OOTT,132,1,0
3/26/23 21:31,supplysignals,Backwardation deepening in crude curve. Market tight. #OOTT,225,14,1
4/5/23 9:12,energyalpha,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,144,61,0
6/23/23 2:17,brentbulls,WTI slips on stronger USD and inventory build. #OOTT,127,27,0
5/30/23 1:58,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,167,57,1
1/6/23 23:50,oilquant,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,127,58,0
9/13/23 12:38,traderecon,Brent climbing after strong Chinese import numbers. #OOTT,167,88,0
11/17/23 2:23,oilwatcher,Refinery demand expected to rise into summer. #OOTT,258,75,1
6/12/23 18:12,energyalpha,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,194,64,0
4/20/23 3:35,oilquant,Backwardation deepening in crude curve. Market tight. #OOTT,99,63,0
8/20/23 3:03,crudealert,Crude oil inventories fell again this week. #OOTT,298,60,1
6/20/23 3:03,macrocrude,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,252,2,1
5/5/23 5:17,traderecon,SPR releases seem to be slowing. Price floor forming? #OOTT,261,62,0
2/3/23 23:29,energyalpha,Refinery demand expected to rise into summer. #OOTT,136,53,0
9/16/23 16:36,brentbulls,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,252,79,1
9/3/23 0:13,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,70,17,1
7/21/23 4:42,oilquant,Refinery demand expected to rise into summer. #OOTT,282,39,0
1/6/23 12:36,brentbulls,Refinery demand expected to rise into summer. #OOTT,166,92,1
3/17/23 8:39,brentbulls,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,259,73,0
4/13/23 9:20,opecintel,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,147,62,0
7/26/23 1:02,macrocrude,Brent climbing after strong Chinese import numbers. #OOTT,261,48,0
11/20/23 14:33,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,141,7,0
3/29/23 15:36,crudealert,EIA data surprises traders: bullish draw reported. #OOTT,241,0,0
7/7/23 7:50,barrelreport,SPR releases seem to be slowing. Price floor forming? #OOTT,148,14,1
7/30/23 4:57,oilwatcher,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,234,0,1
10/26/23 4:31,energyalpha,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,29,14,1
12/20/23 23:34,brentbulls,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,54,41,1
4/3/23 2:51,supplysignals,Crude oil inventories fell again this week. #OOTT,244,90,0
8/15/23 2:47,traderecon,Crude oil inventories fell again this week. #OOTT,90,10,0
11/15/23 19:18,barrelreport,Refinery demand expected to rise into summer. #OOTT,154,40,0
5/6/23 7:57,brentbulls,SPR releases seem to be slowing. Price floor forming? #OOTT,172,92,0
5/20/23 6:58,opecintel,SPR releases seem to be slowing. Price floor forming? #OOTT,277,9,1
5/11/23 1:14,barrelreport,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,204,3,0
3/19/23 23:37,crudealert,Crude oil inventories fell again this week. #OOTT,227,85,0
11/1/23 12:06,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,205,47,1
11/5/23 23:55,oilquant,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,30,70,1
3/11/23 14:06,oilquant,WTI slips on stronger USD and inventory build. #OOTT,55,70,1
12/28/23 16:07,supplysignals,WTI slips on stronger USD and inventory build. #OOTT,194,43,1
7/19/23 13:05,crudealert,Crude oil inventories fell again this week. #OOTT,293,77,0
9/24/23 4:04,oilquant,Backwardation deepening in crude curve. Market tight. #OOTT,252,30,0
9/3/23 7:56,brentbulls,Crude oil inventories fell again this week. #OOTT,191,50,1
4/1/23 0:07,barrelreport,SPR releases seem to be slowing. Price floor forming? #OOTT,182,64,0
8/15/23 11:38,opecintel,Brent climbing after strong Chinese import numbers. #OOTT,157,54,0
8/12/23 16:49,opecintel,Refinery demand expected to rise into summer. #OOTT,145,28,0
8/27/23 17:43,macrocrude,Backwardation deepening in crude curve. Market tight. #OOTT,5,0,1
7/5/23 11:41,macrocrude,Refinery demand expected to rise into summer. #OOTT,205,87,0
10/26/23 11:57,oilquant,EIA data surprises traders: bullish draw reported. #OOTT,158,56,1
4/8/23 10:51,barrelreport,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,165,68,0
4/14/23 22:24,barrelreport,SPR releases seem to be slowing. Price floor forming? #OOTT,104,49,0
5/10/23 10:06,oilwatcher,EIA data surprises traders: bullish draw reported. #OOTT,69,26,0
7/10/23 7:51,traderecon,Crude oil inventories fell again this week. #OOTT,188,54,1
1/10/23 23:43,supplysignals,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,275,82,0
12/9/23 7:23,barrelreport,EIA data surprises traders: bullish draw reported. #OOTT,21,43,1
4/16/23 7:37,supplysignals,EIA data surprises traders: bullish draw reported. #OOTT,85,18,1
1/14/23 4:46,traderecon,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,92,82,1
7/31/23 19:24,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,223,65,0
10/9/23 17:40,oilquant,Crude oil inventories fell again this week. #OOTT,287,3,0
8/3/23 10:44,macrocrude,Backwardation deepening in crude curve. Market tight. #OOTT,268,15,0
6/15/23 20:34,brentbulls,Brent climbing after strong Chinese import numbers. #OOTT,11,88,0
2/3/23 18:49,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,133,39,1
2/20/23 10:40,energyalpha,SPR releases seem to be slowing. Price floor forming? #OOTT,95,75,1
7/13/23 9:22,oilwatcher,Brent climbing after strong Chinese import numbers. #OOTT,35,99,1
4/18/23 5:19,crudealert,Backwardation deepening in crude curve. Market tight. #OOTT,198,38,0
9/4/23 5:07,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,281,16,1
2/22/23 6:26,traderecon,Brent climbing after strong Chinese import numbers. #OOTT,213,28,0
1/12/23 23:32,oilquant,Refinery demand expected to rise into summer. #OOTT,128,2,1
5/27/23 17:50,oilquant,Refinery demand expected to rise into summer. #OOTT,194,29,0
8/31/23 23:19,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,256,62,0
10/17/23 1:04,oilquant,SPR releases seem to be slowing. Price floor forming? #OOTT,95,85,1
2/21/23 10:32,supplysignals,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,281,40,1
2/3/23 16:02,brentbulls,EIA data surprises traders: bullish draw reported. #OOTT,31,59,1
12/1/23 2:53,macrocrude,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,299,13,1
6/25/23 23:30,opecintel,Crude oil inventories fell again this week. #OOTT,221,99,0
9/8/23 11:30,macrocrude,WTI slips on stronger USD and inventory build. #OOTT,92,26,1
6/1/23 21:43,brentbulls,EIA data surprises traders: bullish draw reported. #OOTT,15,75,1
2/7/23 13:01,energyalpha,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,113,66,1
12/14/23 17:31,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,267,55,0
10/15/23 10:49,brentbulls,Crude oil inventories fell again this week. #OOTT,116,41,0
5/15/23 3:24,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,139,8,1
10/22/23 13:25,macrocrude,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,202,57,0
5/24/23 16:39,supplysignals,SPR releases seem to be slowing. Price floor forming? #OOTT,136,2,1
5/23/23 12:56,oilquant,Backwardation deepening in crude curve. Market tight. #OOTT,127,34,0
3/22/23 2:30,traderecon,SPR releases seem to be slowing. Price floor forming? #OOTT,242,34,0
7/18/23 22:44,oilquant,Refinery demand expected to rise into summer. #OOTT,188,0,0
6/15/23 9:11,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,81,82,0
3/24/23 11:36,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,286,88,1
5/7/23 18:58,supplysignals,Crude oil inventories fell again this week. #OOTT,107,99,1
5/10/23 14:31,energyalpha,SPR releases seem to be slowing. Price floor forming? #OOTT,30,40,1
2/20/23 9:18,supplysignals,Refinery demand expected to rise into summer. #OOTT,205,4,0
12/13/23 3:52,crudealert,Refinery demand expected to rise into summer. #OOTT,234,29,1
3/21/23 20:21,traderecon,Backwardation deepening in crude curve. Market tight. #OOTT,65,79,1
3/9/23 6:53,crudealert,EIA data surprises traders: bullish draw reported. #OOTT,262,73,1
11/23/23 9:53,macrocrude,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,186,28,0
9/27/23 17:03,energyalpha,SPR releases seem to be slowing. Price floor forming? #OOTT,30,70,0
12/14/23 9:09,barrelreport,EIA data surprises traders: bullish draw reported. #OOTT,56,93,0
6/10/23 22:15,traderecon,OPEC+ signaling deeper cuts next quarter. Expect volatility. #OOTT,63,64,1
4/21/23 13:41,oilwatcher,Brent climbing after strong Chinese import numbers. #OOTT,113,66,1
5/6/23 9:56,traderecon,WTI slips on stronger USD and inventory build. #OOTT,268,89,1
3/25/23 2:48,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,260,79,0
8/13/23 19:04,macrocrude,Refinery demand expected to rise into summer. #OOTT,40,22,0
1/8/23 15:50,energyalpha,Brent climbing after strong Chinese import numbers. #OOTT,257,74,1
9/2/23 19:39,barrelreport,Brent climbing after strong Chinese import numbers. #OOTT,20,41,0
1/1/23 18:08,opecintel,Crude oil inventories fell again this week. #OOTT,196,12,0
3/31/23 7:20,brentbulls,SPR releases seem to be slowing. Price floor forming? #OOTT,194,78,0
7/29/23 16:22,oilquant,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,193,85,0
11/23/23 8:42,macrocrude,Crude oil inventories fell again this week. #OOTT,101,89,1
2/22/23 13:50,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,234,60,0
6/15/23 5:57,brentbulls,Brent climbing after strong Chinese import numbers. #OOTT,0,79,0
2/22/23 3:07,opecintel,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,76,29,0
5/29/23 14:02,oilquant,Backwardation deepening in crude curve. Market tight. #OOTT,297,13,0
6/19/23 0:21,macrocrude,Refinery demand expected to rise into summer. #OOTT,90,59,1
5/5/23 3:31,energyalpha,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,117,3,1
6/6/23 1:44,macrocrude,Refinery demand expected to rise into summer. #OOTT,291,3,0
1/7/23 13:37,brentbulls,EIA data surprises traders: bullish draw reported. #OOTT,13,10,0
9/21/23 20:41,supplysignals,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,25,20,0
8/16/23 14:58,oilquant,WTI slips on stronger USD and inventory build. #OOTT,150,95,0
12/16/23 20:34,traderecon,Crude oil inventories fell again this week. #OOTT,106,12,0
5/14/23 16:19,macrocrude,Brent climbing after strong Chinese import numbers. #OOTT,219,99,0
6/17/23 9:03,oilquant,EIA data surprises traders: bullish draw reported. #OOTT,204,16,1
12/31/23 13:06,barrelreport,WTI slips on stronger USD and inventory build. #OOTT,258,18,0
12/31/23 16:23,supplysignals,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,249,86,1
6/17/23 21:37,energyalpha,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,162,3,1
10/8/23 12:35,macrocrude,Crude oil inventories fell again this week. #OOTT,188,18,0
5/6/23 13:30,barrelreport,Backwardation deepening in crude curve. Market tight. #OOTT,127,94,1
1/17/23 12:56,energyalpha,EIA data surprises traders: bullish draw reported. #OOTT,68,54,1
12/18/23 6:49,traderecon,Refinery demand expected to rise into summer. #OOTT,8,87,1
6/24/23 4:03,opecintel,Crude oil inventories fell again this week. #OOTT,265,44,1
9/11/23 23:45,crudealert,SPR releases seem to be slowing. Price floor forming? #OOTT,52,19,1
1/6/23 3:28,opecintel,SPR releases seem to be slowing. Price floor forming? #OOTT,105,64,1
7/17/23 21:05,barrelreport,WTI slips on stronger USD and inventory build. #OOTT,200,47,0
11/15/23 12:06,crudealert,Crude oil inventories fell again this week. #OOTT,45,50,1
8/3/23 14:13,oilwatcher,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,155,31,1
6/23/23 15:53,brentbulls,Geopolitical tensions in the Gulf fueling crude rally. #OOTT,191,92,1
12/26/23 23:14,crudealert,Brent climbing after strong Chinese import numbers. #OOTT,25,4,0
8/9/23 4:28,opecintel,Russian exports reportedly down 300kbpd. Watch this space. #OOTT,269,8,1
